,URL,URL_LENGTH,NUMBER_SPECIAL_CHARACTERS,CHARSET,WHOIS_COUNTRY,TCP_CONVERSATION_EXCHANGE,DIST_REMOTE_TCP_PORT,REMOTE_IPS,APP_BYTES,SOURCE_APP_PACKETS,REMOTE_APP_PACKETS,SOURCE_APP_BYTES,REMOTE_APP_BYTES,APP_PACKETS,DNS_QUERY_TIMES,Type
1162,B0_1417,59,11,Utf-8,Not_available,0,0,0,0,0,0,0,0,0,0.0,0
1163,B0_2047,59,10,Us-ascii,Us,6,5,3,528,6,6,407,528,6,0.0,0
1164,B0_2050,59,13,Utf-8,Us,8,5,6,672,8,12,768,672,8,0.0,0
1165,B0_2115,59,10,Utf-8,Fr,10,3,8,828,10,16,1036,828,10,0.0,0
1166,B0_2243,59,11,Utf-8,Not_available,10,7,5,768,10,13,890,768,10,0.0,0
1167,B0_227,59,15,Utf-8,Us,20,6,5,2638,28,25,6137,3208,28,8.0,0
1168,B0_265,59,9,Iso-8859-1,Us,24,0,11,1863,26,27,15088,2033,26,2.0,0
1169,B0_296,59,11,Us-ascii,Au,24,3,6,2752,30,24,8910,3230,30,6.0,0
1170,B0_397,59,9,Us-ascii,Us,14,0,1,1797,18,19,2308,2105,18,4.0,0
1171,B0_426,59,13,Iso-8859-1,Us,8,3,8,552,8,5,420,552,8,0.0,0
1172,B0_486,59,13,Us-ascii,Us,29,12,6,3325,33,32,29835,3635,33,4.0,0
1173,B0_516,59,11,Iso-8859-1,Us,17,2,2,1684,21,22,14589,2012,21,4.0,0
1174,B0_592,59,11,Utf-8,Us,48,9,12,3796,52,51,37621,4118,52,4.0,0
1175,B0_600,59,13,Us-ascii,Us,10,0,3,1170,16,14,1324,1584,16,6.0,0
1176,B0_618,59,11,Iso-8859-1,Nl,9,0,2,1589,13,13,2404,1909,13,4.0,0
1177,B0_620,59,10,Utf-8,Us,10,1,3,1300,14,15,13818,1618,14,4.0,0
1178,B0_674,59,12,Utf-8,Bs,22,12,5,3142,30,24,7684,3746,30,8.0,0
1179,B0_718,59,11,Iso-8859-1,Us,38,4,10,3936,44,46,29443,4404,44,6.0,0
1180,B0_779,59,12,Iso-8859-1,Us,0,0,0,0,0,0,0,0,0,0.0,0
1181,B0_802,59,11,Iso-8859-1,Us,0,0,0,0,0,0,0,0,0,0.0,0
1182,B0_87,59,12,Utf-8,Us,14,0,3,1438,18,16,4800,1734,18,4.0,0
1183,B0_93,59,10,Utf-8,Not_available,21,12,3,3104,29,23,8857,3696,29,8.0,0
1184,B0_999,59,13,Iso-8859-1,Not_available,0,0,0,0,0,0,0,0,0,0.0,0
1185,B0_1031,60,11,Iso-8859-1,Us,0,0,0,0,0,0,0,0,0,0.0,0
1186,B0_119,60,11,Iso-8859-1,Hk,3,1,2,238,5,7,654,394,5,2.0,0
1187,B0_1211,60,11,Iso-8859-1,Not_available,0,0,0,0,0,0,0,0,0,0.0,0
1188,B0_1278,60,10,Utf-8,Us,0,0,0,0,0,0,0,0,0,0.0,0
1189,B0_1297,60,11,Iso-8859-1,Us,0,0,0,0,0,0,0,0,0,0.0,0
1190,B0_1400,60,11,Us-ascii,Ch,0,0,0,0,0,0,0,0,0,0.0,0
1191,B0_2035,60,10,Utf-8,Us,9,7,7,762,9,10,640,762,9,0.0,0
1192,B0_2053,60,12,Utf-8,Us,8,6,5,696,8,9,574,696,8,0.0,0
1193,B0_2108,60,10,Utf-8,Kr,6,6,3,540,6,9,617,540,6,0.0,0
1194,B0_2168,60,13,Iso-8859-1,Us,1,1,1,202,1,4,250,202,1,0.0,0
1195,B0_2292,60,11,Utf-8,Not_available,4,2,3,408,4,4,250,408,4,0.0,0
1196,B0_2312,60,13,Utf-8,Not_available,10,8,2,12231,10,11,1186,12231,10,0.0,0
1197,B0_359,60,11,Iso-8859-1,Us,29,22,3,4932,35,41,23578,5392,35,6.0,0
1198,B0_384,60,12,Iso-8859-1,Ca,6,0,4,664,8,8,609,808,8,2.0,0
1199,B0_447,60,9,Us-ascii,Us,5,0,1,622,7,7,9159,812,7,2.0,0
1200,B0_611,60,11,Iso-8859-1,Ca,29,1,4,2630,35,35,35655,3102,35,6.0,0
1201,B0_627,60,11,Utf-8,Us,101,4,15,7002,107,79,172138,7422,107,6.0,0
1202,B0_635,60,13,Utf-8,Us,38,32,3,4488,44,44,44959,4944,44,6.0,0
1203,B0_662,60,11,Utf-8,Us,45,0,3,4192,53,54,62498,4834,53,8.0,0
1204,B0_675,60,13,Utf-8,Gb,23,12,5,3208,32,26,8206,3883,32,9.0,0
1205,B0_70,60,12,Utf-8,Not_available,113,0,3,7746,117,134,229040,8062,117,4.0,0
1206,B0_770,60,12,Utf-8,Us,3,0,1,466,5,6,490,618,5,2.0,0
1207,B0_8,60,11,Utf-8,Us,14,9,2,2531,18,18,8177,2819,18,4.0,0
1208,B0_953,60,9,Utf-8,Us,0,0,0,0,0,0,0,0,0,0.0,0
1209,B0_972,60,13,Utf-8,Us,0,0,0,0,0,0,0,0,0,0.0,0
1210,M0_56,61,12,Iso-8859-1,De,0,0,0,0,0,2,124,0,0,0.0,1
1211,B0_1113,61,10,Us-ascii,Us,0,0,0,0,0,0,0,0,0,0.0,0
1212,B0_1189,61,12,Iso-8859-1,Us,0,0,0,0,0,0,0,0,0,0.0,0
1213,B0_1231,61,12,Utf-8,Not_available,0,0,0,0,0,0,0,0,0,0.0,0
1214,B0_1290,61,11,Us-ascii,Us,0,0,0,0,0,0,0,0,0,0.0,0
1215,B0_1366,61,10,Iso-8859-1,Not_available,0,0,0,0,0,0,0,0,0,0.0,0
1216,B0_1409,61,9,Iso-8859-1,Us,0,0,0,0,0,0,0,0,0,0.0,0
1217,B0_157,61,11,Iso-8859-1,Us,20,1,5,1930,28,24,8029,2610,28,8.0,0
1218,B0_164,61,12,Iso-8859-1,Us,22,5,10,1673,24,22,2525,1837,24,2.0,0
1219,B0_2012,61,12,Iso-8859-1,Us,4,3,2,432,4,6,376,432,4,0.0,0
1220,B0_2059,61,12,Iso-8859-1,Not_available,5,3,3,498,5,7,438,498,5,0.0,0
1221,B0_2086,61,9,Iso-8859-1,Not_available,12,7,5,960,12,10,640,960,12,0.0,0
1222,B0_2091,61,10,Utf-8,Us,5,5,3,498,5,8,508,498,5,0.0,0
1223,B0_2200,61,11,Us-ascii,Us,4,3,2,432,4,4,244,432,4,0.0,0
1224,B0_2210,61,12,Utf-8,Us,20,8,7,1344,20,10,739,1344,20,0.0,0
1225,B0_2287,61,11,Us-ascii,Us,10,5,7,792,10,15,971,792,10,0.0,0
1226,B0_2322,61,11,Iso-8859-1,Us,7,3,3,582,7,5,306,582,7,0.0,0
1227,B0_240,61,11,Utf-8,Not_available,26,18,4,3798,34,36,18719,4444,34,8.0,0
1228,B0_272,61,13,Iso-8859-1,Us,7,1,3,743,11,13,1520,1033,11,4.0,0
1229,B0_342,61,13,Utf-8,Us,31,5,8,4514,39,40,26105,5168,39,8.0,0
1230,B0_350,61,11,Utf-8,Us,25,20,3,3252,29,35,36967,3540,29,4.0,0
1231,B0_924,61,14,Utf-8,Not_available,0,0,0,0,0,0,0,0,0,0.0,0
1232,B0_973,61,10,Iso-8859-1,Us,0,0,0,0,0,0,0,0,0,0.0,0
1233,B0_106,62,13,Iso-8859-1,Us,8,0,2,1089,14,13,1977,1601,14,6.0,0
1234,B0_1106,62,13,Utf-8,Us,0,0,0,0,0,0,0,0,0,0.0,0
1235,B0_1133,62,12,Utf-8,Not_available,0,0,0,0,0,0,0,0,0,0.0,0
1236,B0_1171,62,13,Iso-8859-1,Us,0,0,0,0,0,0,0,0,0,0.0,0
1237,B0_1212,62,12,Iso-8859-1,Us,0,0,0,0,0,0,0,0,0,0.0,0
1238,B0_1255,62,12,Utf-8,Us,0,0,0,0,0,0,0,0,0,0.0,0
1239,B0_1327,62,13,Utf-8,Ca,0,0,0,0,0,0,0,0,0,0.0,0
1240,B0_1330,62,10,Iso-8859-1,Us,0,0,0,0,0,0,0,0,0,0.0,0
1241,B0_1379,62,9,Us-ascii,Us,0,0,0,0,0,0,0,0,0,0.0,0
1242,B0_276,62,11,Iso-8859-1,Us,11,5,4,1040,15,19,2206,1374,15,4.0,0
1243,B0_383,62,11,Utf-8,Not_available,21,5,7,1810,25,21,2519,2102,25,4.0,0
1244,B0_743,62,11,Utf-8,In,32,8,11,2772,38,37,32655,3258,38,6.0,0
1245,B0_788,62,11,Us-ascii,Us,0,0,0,0,0,0,0,0,0,0.0,0
1246,B0_917,62,12,Utf-8,Us,0,0,0,0,0,0,0,0,0,0.0,0
1247,B0_995,62,12,Iso-8859-1,Au,0,0,0,0,0,0,0,0,0,0.0,0
1248,B0_100,63,14,Iso-8859-1,Not_available,18,0,2,1676,22,22,21002,1968,22,4.0,0
1249,B0_1000,63,12,Utf-8,Us,0,0,0,0,0,0,0,0,0,0.0,0
1250,B0_1182,63,11,Utf-8,Us,0,0,0,0,0,0,0,0,0,0.0,0
1251,B0_1202,63,13,Utf-8,Us,0,0,0,0,0,0,0,0,0,0.0,0
1252,B0_1291,63,12,Utf-8,Us,0,0,0,0,0,0,0,0,0,0.0,0
1253,B0_204,63,11,Us-ascii,Not_available,67,32,17,6011,73,42,28050,6453,73,6.0,0
1254,B0_2041,63,11,Iso-8859-1,Not_available,4,4,1,420,4,6,476,420,4,0.0,0
1255,B0_2154,63,10,Us-ascii,Us,3,3,1,366,3,4,244,366,3,0.0,0
1256,B0_2276,63,9,Iso-8859-1,Not_available,4,2,2,408,4,7,448,408,4,0.0,0
1257,B0_3,63,12,Utf-8,Not_available,48,0,1,3840,52,51,52729,4156,52,4.0,0
1258,B0_380,63,12,Us-ascii,Not_available,104,0,2,7535,106,124,204971,7683,106,2.0,0
1259,B0_417,63,14,Iso-8859-1,Ca,26,7,6,2506,30,25,2966,2814,30,4.0,0
1260,B0_497,63,11,Iso-8859-1,Us,31,5,6,2293,33,24,17664,2459,33,2.0,0
1261,B0_52,63,11,Utf-8,Fr,44,5,9,3414,48,46,47213,3722,48,4.0,0
1262,B0_547,63,13,Us-ascii,Us,32,20,13,3967,38,44,23969,4429,38,6.0,0
1263,B0_558,63,12,Utf-8,Us,14,3,4,2108,18,22,3406,2388,18,4.0,0
1264,B0_679,63,11,Iso-8859-1,Us,31,13,8,5105,43,28,13437,5105,43,0.0,0
1265,B0_7,63,10,Utf-8,Us,4,1,2,583,6,8,737,735,6,2.0,0
1266,B0_722,63,10,Us-ascii,Us,35,19,11,3472,41,33,24847,3944,41,6.0,0
1267,B0_754,63,10,Utf-8,Us,29,10,7,4825,40,36,37575,5567,40,10.0,0
1268,B0_757,63,14,Iso-8859-1,Not_available,188,25,9,14064,194,217,298694,14522,194,6.0,0
1269,B0_771,63,11,Iso-8859-1,Not_available,19,10,1,3181,25,25,16286,3605,25,6.0,0
1270,B0_1105,64,11,Utf-8,Us,0,0,0,0,0,0,0,0,0,0.0,0
1271,B0_1147,64,13,Iso-8859-1,Us,0,0,0,0,0,0,0,0,0,0.0,0
1272,B0_1267,64,11,Utf-8,Uk,0,0,0,0,0,0,0,0,0,0.0,0
1273,B0_1320,64,13,Iso-8859-1,Us,0,0,0,0,0,0,0,0,0,0.0,0
1274,B0_1364,64,13,Utf-8,Us,0,0,0,0,0,0,0,0,0,0.0,0
1275,B0_1376,64,10,Utf-8,Us,0,0,0,0,0,0,0,0,0,0.0,0
1276,B0_191,64,10,Utf-8,In,15,2,5,1238,17,9,760,1430,17,2.0,0
1277,B0_2049,64,11,Utf-8,Us,2,2,1,276,2,4,246,276,2,0.0,0
1278,B0_2114,64,12,Utf-8,Us,5,4,2,498,5,9,570,498,5,0.0,0
1279,B0_2195,64,11,Utf-8,Not_available,7,7,3,618,7,9,562,618,7,0.0,0
1280,B0_318,64,13,Utf-8,Us,10,2,6,1197,14,17,1374,1503,14,4.0,0
1281,B0_323,64,11,Iso-8859-1,Gb,10,1,3,1256,14,16,1909,1580,14,4.0,0
1282,B0_405,64,11,Utf-8,Us,39,18,14,4631,49,42,12921,5353,49,10.0,0
1283,B0_657,64,10,Us-ascii,Us,26,6,5,3201,30,29,20250,3517,30,4.0,0
1284,B0_78,64,13,Us-ascii,No,16,1,5,1910,24,24,3124,2552,24,8.0,0
1285,B0_844,64,13,Utf-8,Us,0,0,0,0,0,0,0,0,0,0.0,0
1286,B0_860,64,14,Utf-8,Us,0,0,0,0,0,0,0,0,0,0.0,0
1287,B0_983,64,11,Iso-8859-1,Us,0,0,0,0,0,0,0,0,0,0.0,0
1288,B0_1003,65,11,Iso-8859-1,Not_available,0,0,0,0,0,0,0,0,0,0.0,0
1289,B0_1356,65,12,Utf-8,Us,0,0,0,0,0,0,0,0,0,0.0,0
1290,B0_1367,65,11,Iso-8859-1,Us,0,0,0,0,0,0,0,0,0,0.0,0
1291,B0_186,65,12,Utf-8,Ca,35,9,12,2820,43,26,3034,3428,43,8.0,0
1292,B0_2129,65,14,Utf-8,Us,6,3,4,564,6,6,376,564,6,0.0,0
1293,B0_2189,65,14,Utf-8,Us,32,11,12,2232,32,14,954,2232,32,0.0,0
1294,B0_224,65,10,Iso-8859-1,Us,43,35,3,5029,49,54,44203,5469,49,6.0,0
1295,B0_344,65,12,Utf-8,Us,9,0,3,1194,13,12,1736,1498,13,4.0,0
1296,B0_449,65,11,Iso-8859-1,Not_available,18,8,7,1634,22,23,14294,1922,22,4.0,0
1297,B0_481,65,14,Utf-8,Us,326,317,3,26631,330,442,947971,26931,330,4.0,0
1298,B0_538,65,13,Iso-8859-1,Not_available,30,2,9,2510,34,34,34105,2810,34,4.0,0
1299,B0_76,65,12,Iso-8859-1,Us,29,7,6,3999,37,37,17322,4619,37,8.0,0
1300,B0_825,65,11,Iso-8859-1,Us,0,0,0,0,0,0,0,0,0,0.0,0
1301,B0_929,65,11,Utf-8,Us,0,0,0,0,0,0,0,0,0,0.0,0
1302,M0_85,66,14,Utf-8,Us,15,1,7,1863,19,18,7303,2175,19,4.0,1
1303,B0_1018,66,13,Utf-8,Not_available,0,0,0,0,0,0,0,0,0,0.0,0
1304,B0_1040,66,10,Utf-8,Us,0,0,0,0,0,0,0,0,0,0.0,0
1305,B0_1406,66,12,Utf-8,Us,0,0,0,0,0,0,0,0,0,0.0,0
1306,B0_2134,66,11,Utf-8,Us,15,2,4,1026,15,4,246,1026,15,0.0,0
1307,B0_2187,66,10,Utf-8,Not_available,6,2,4,540,6,7,438,540,6,0.0,0
1308,B0_31,66,12,Iso-8859-1,Not_available,11,1,7,1012,15,15,1806,1316,15,4.0,0
1309,B0_846,66,15,Utf-8,Ca,0,0,0,0,0,0,0,0,0,0.0,0
1310,B0_933,66,11,Iso-8859-1,Us,0,0,0,0,0,0,0,0,0,0.0,0
1311,B0_969,66,15,Iso-8859-1,Not_available,0,0,0,0,0,0,0,0,0,0.0,0
1312,M0_177,67,14,Utf-8,Us,12,1,5,1366,18,17,2000,1850,18,6.0,1
1313,B0_1023,67,14,Utf-8,Us,0,0,0,0,0,0,0,0,0,0.0,0
1314,B0_1197,67,12,Utf-8,Not_available,0,0,0,0,0,0,0,0,0,0.0,0
1315,B0_1248,67,9,Iso-8859-1,Us,0,0,0,0,0,0,0,0,0,0.0,0
1316,B0_1309,67,10,Utf-8,Us,0,0,0,0,0,0,0,0,0,0.0,0
1317,B0_198,67,9,Us-ascii,Us,27,9,5,3471,33,32,23243,3967,33,6.0,0
1318,B0_2057,67,9,Iso-8859-1,Not_available,7,5,4,606,7,7,473,606,7,0.0,0
1319,B0_2120,67,10,Utf-8,Us,12,3,7,960,12,11,706,960,12,0.0,0
1320,B0_2298,67,13,Iso-8859-1,Us,8,6,6,696,8,9,574,696,8,0.0,0
1321,B0_339,67,12,Iso-8859-1,Us,9,1,3,1283,13,14,1697,1631,13,4.0,0
1322,B0_440,67,12,Iso-8859-1,Us,16,6,6,2135,20,22,3485,2443,20,4.0,0
1323,B0_513,67,14,Utf-8,Us,59,43,15,7723,67,60,37516,8331,67,8.0,0
1324,B0_643,67,11,Utf-8,Us,16,9,5,2381,20,24,5596,2675,20,4.0,0
1325,B0_655,67,13,Utf-8,Us,26,9,6,2154,28,34,29677,2310,28,2.0,0
1326,B0_88,67,13,Utf-8,Us,15,0,5,1766,21,18,2293,2196,21,6.0,0
1327,B0_1235,68,13,Utf-8,Ca,0,0,0,0,0,0,0,0,0,0.0,0
1328,B0_1254,68,13,Iso-8859-1,Us,0,0,0,0,0,0,0,0,0,0.0,0
1329,B0_1386,68,12,Iso-8859-1,Not_available,0,0,0,0,0,0,0,0,0,0.0,0
1330,B0_148,68,11,Utf-8,Se,20,7,9,1620,22,23,9227,1804,22,2.0,0
1331,B0_2286,68,12,Utf-8,Us,11,3,7,858,11,11,678,858,11,0.0,0
1332,B0_2288,68,12,Utf-8,Us,5,4,2,474,5,7,442,474,5,0.0,0
1333,B0_27,68,14,Utf-8,Us,23,9,8,2317,27,28,3635,2633,27,4.0,0
1334,B0_327,68,13,Utf-8,Us,20,1,4,1900,24,25,15998,2204,24,4.0,0
1335,B0_651,68,15,Utf-8,Us,47,37,6,5242,53,55,49446,5670,53,6.0,0
1336,B0_684,68,12,Utf-8,Us,40,34,3,6020,48,45,37704,6628,48,8.0,0
1337,B0_734,68,14,Utf-8,Us,52,44,3,4703,56,57,69613,5033,56,4.0,0
1338,B0_79,68,11,Utf-8,Us,48,0,3,4896,52,58,73318,5200,52,4.0,0
1339,B0_866,68,11,Iso-8859-1,Gb,0,0,0,0,0,0,0,0,0,0.0,0
1340,B0_957,68,12,Utf-8,Us,0,0,0,0,0,0,0,0,0,0.0,0
1341,M0_178,69,13,Utf-8,Us,10,0,4,903,14,12,1489,1205,14,4.0,1
1342,B0_1077,69,14,Utf-8,Us,0,0,0,0,0,0,0,0,0,0.0,0
1343,B0_1098,69,13,Utf-8,Ca,0,0,0,0,0,0,0,0,0,0.0,0
1344,B0_115,69,13,Iso-8859-1,Not_available,19,6,10,1483,23,21,2073,1775,23,4.0,0
1345,B0_1194,69,12,Iso-8859-1,Us,0,0,0,0,0,0,0,0,0,0.0,0
1346,B0_1271,69,11,Utf-8,Us,0,0,0,0,0,0,0,0,0,0.0,0
1347,B0_1273,69,11,Utf-8,Uk,0,0,0,0,0,0,0,0,0,0.0,0
1348,B0_133,69,13,Iso-8859-1,Pa,8,2,2,805,10,10,1196,953,10,2.0,0
1349,B0_1395,69,12,Utf-8,Us,0,0,0,0,0,0,0,0,0,0.0,0
1350,B0_2006,69,12,Iso-8859-1,Us,4,3,2,432,4,4,244,432,4,0.0,0
1351,B0_2246,69,11,Utf-8,Us,3,3,1,366,3,4,244,366,3,0.0,0
1352,B0_372,69,12,Iso-8859-1,Us,48,36,10,5347,54,50,43924,5787,54,6.0,0
1353,B0_459,69,12,Iso-8859-1,Cyprus,23,1,10,1783,27,26,18427,2095,27,4.0,0
1354,B0_47,69,13,Utf-8,Us,14,8,3,2186,18,20,6913,2486,18,4.0,0
1355,B0_530,69,12,Utf-8,Us,29,21,7,3997,35,30,16884,4425,35,6.0,0
1356,B0_545,69,11,Utf-8,Us,19,0,4,1878,25,23,18769,2358,25,6.0,0
1357,B0_58,69,11,Utf-8,Not_available,23,15,10,2708,27,30,6195,3036,27,4.0,0
1358,B0_745,69,14,Utf-8,Us,31,2,8,2131,35,33,30035,2437,35,4.0,0
1359,B0_955,69,14,Utf-8,Us,0,0,0,0,0,0,0,0,0,0.0,0
1360,M1_1,70,12,Utf-8,Not_available,15,0,3,1150,17,17,15499,1304,17,2.0,1
1361,B0_1016,70,15,Utf-8,Us,0,0,0,0,0,0,0,0,0,0.0,0
1362,B0_1045,70,13,Iso-8859-1,Ca,0,0,0,0,0,0,0,0,0,0.0,0
1363,B0_1057,70,15,Us-ascii,Not_available,0,0,0,0,0,0,0,0,0,0.0,0
1364,B0_1155,70,14,Iso-8859-1,Au,0,0,0,0,0,0,0,0,0,0.0,0
1365,B0_1169,70,13,Utf-8,Us,0,0,0,0,0,0,0,0,0,0.0,0
1366,B0_1246,70,14,Iso-8859-1,Us,0,0,0,0,0,0,0,0,0,0.0,0
1367,B0_130,70,12,Iso-8859-1,Not_available,9,0,4,916,13,15,2074,1216,13,4.0,0
1368,B0_1407,70,12,Utf-8,Us,0,0,0,0,0,0,0,0,0,0.0,0
1369,B0_151,70,15,Utf-8,Not_available,44,34,6,6221,54,45,36834,6963,54,10.0,0
1370,B0_2028,70,15,Utf-8,Us,6,4,4,552,6,9,562,552,6,0.0,0
1371,B0_2161,70,13,Iso-8859-1,Ca,10,6,7,792,10,10,636,792,10,0.0,0
1372,B0_2169,70,13,Iso-8859-1,Ch,5,5,3,498,5,8,504,498,5,0.0,0
1373,B0_2283,70,13,Utf-8,Pa,16,13,2,1688,16,12,742,1688,16,0.0,0
1374,B0_2308,70,10,Iso-8859-1,Us,49,7,3,3802,49,50,57628,3802,49,0.0,0
1375,B0_260,70,13,Iso-8859-1,Not_available,33,11,8,3523,39,33,30933,4041,39,6.0,0
1376,B0_264,70,13,Us-ascii,Us,8,0,3,1100,12,12,1570,1380,12,4.0,0
1377,B0_367,70,12,Utf-8,Us,7,4,3,752,9,12,892,922,9,2.0,0
1378,B0_654,70,14,Utf-8,Us,48,11,11,3684,54,53,47558,4164,54,6.0,0
1379,B0_681,70,12,Iso-8859-1,Us,19,12,7,2506,23,27,7448,2810,23,4.0,0
1380,B0_893,70,14,Utf-8,Us,0,0,0,0,0,0,0,0,0,0.0,0
1381,B0_899,70,13,Iso-8859-1,Us,0,0,0,0,0,0,0,0,0,0.0,0
1382,B0_941,70,13,Utf-8,Us,0,0,0,0,0,0,0,0,0,0.0,0
1383,B0_1067,71,6,Us-ascii,Us,0,0,0,0,0,0,0,0,0,0.0,0
1384,B0_1173,71,16,Iso-8859-1,Us,0,0,0,0,0,0,0,0,0,0.0,0
1385,B0_1345,71,14,Utf-8,Ca,0,0,0,0,0,0,0,0,0,0.0,0
1386,B0_1371,71,13,Utf-8,Us,0,0,0,0,0,0,0,0,0,0.0,0
1387,B0_168,71,13,Utf-8,Us,73,3,5,7802,79,82,105565,8302,79,6.0,0
1388,B0_175,71,12,Iso-8859-1,Ca,49,0,7,3878,53,51,55460,4174,53,4.0,0
1389,B0_207,71,12,Utf-8,Us,30,20,10,3317,36,35,8700,3747,36,6.0,0
1390,B0_66,71,11,Utf-8,Pa,28,4,5,2794,32,32,30923,3110,32,4.0,0
1391,B0_669,71,12,Utf-8,Fr,25,3,5,3428,29,23,28007,3736,29,4.0,0
1392,B0_678,71,14,Utf-8,Not_available,35,14,7,4515,43,28,12970,5105,43,8.0,0
1393,B0_692,71,11,Utf-8,Us,26,21,4,4488,35,35,14140,5084,35,8.0,0
1394,B0_707,71,14,Utf-8,Not_available,19,14,4,2877,25,23,6649,3317,25,6.0,0
1395,B0_72,71,12,Utf-8,Us,65,48,7,6391,71,77,83389,6819,71,6.0,0
1396,B0_728,71,11,Utf-8,In,7,2,4,1131,12,11,1747,1473,12,4.0,0
1397,B0_828,71,11,Us-ascii,Us,0,0,0,0,0,0,0,0,0,0.0,0
1398,B0_875,71,15,Us-ascii,Tr,0,0,0,0,0,0,0,0,0,0.0,0
1399,B0_1145,72,14,Us-ascii,Ca,0,0,0,0,0,0,0,0,0,0.0,0
1400,B0_1164,72,14,Utf-8,Uk,0,0,0,0,0,0,0,0,0,0.0,0
1401,B0_1172,72,16,Utf-8,Us,0,0,0,0,0,0,0,0,0,0.0,0
1402,B0_1275,72,12,Utf-8,Kr,0,0,0,0,0,0,0,0,0,0.0,0
1403,B0_1282,72,12,Us-ascii,Us,0,0,0,0,0,0,0,0,0,0.0,0
1404,B0_1313,72,12,Iso-8859-1,Us,0,0,0,0,0,0,0,0,0,0.0,0
1405,B0_141,72,15,Utf-8,Us,47,13,6,6078,53,52,40968,6520,53,6.0,0
1406,B0_2040,72,13,Utf-8,Not_available,14,14,7,972,14,16,1144,972,14,0.0,0
1407,B0_2084,72,14,Utf-8,Us,12,5,4,960,12,8,498,960,12,0.0,0
1408,B0_24,72,12,Utf-8,Us,27,21,8,3862,33,33,11108,4290,33,6.0,0
1409,B0_244,72,9,Iso-8859-1,Be,39,2,13,3042,45,26,5914,3520,45,6.0,0
1410,B0_335,72,15,Iso-8859-1,Not_available,18,4,4,2083,22,28,17862,2371,22,4.0,0
1411,B0_343,72,12,Iso-8859-1,Cyprus,28,2,5,2490,32,29,18969,2802,32,4.0,0
1412,B0_489,72,13,Utf-8,Not_available,9,0,3,1165,15,16,1673,1673,15,6.0,0
1413,B0_623,72,12,Us-ascii,Ch,80,0,2,6525,84,102,126205,6843,84,4.0,0
1414,B0_852,72,14,Utf-8,Pa,0,0,0,0,0,0,0,0,0,0.0,0
1415,B0_888,72,11,Iso-8859-1,Us,0,0,0,0,0,0,0,0,0,0.0,0
1416,B0_930,72,11,Iso-8859-1,Us,0,0,0,0,0,0,0,0,0,0.0,0
1417,B0_1001,73,14,Utf-8,Us,0,0,0,0,0,0,0,0,0,0.0,0
1418,B0_1074,73,17,Iso-8859-1,Us,0,0,0,0,0,0,0,0,0,0.0,0
1419,B0_1082,73,13,Iso-8859-1,Us,0,0,0,0,0,0,0,0,0,0.0,0
1420,B0_1184,73,14,Utf-8,Us,0,0,0,0,0,0,0,0,0,0.0,0
1421,B0_1229,73,15,Iso-8859-1,Us,0,0,0,0,0,0,0,0,0,0.0,0
1422,B0_1240,73,13,Iso-8859-1,Us,0,0,0,0,0,0,0,0,0,0.0,0
1423,B0_132,73,13,Iso-8859-1,Us,27,12,5,3149,33,34,37964,3647,33,6.0,0
1424,B0_1334,73,15,Iso-8859-1,Us,0,0,0,0,0,0,0,0,0,0.0,0
1425,B0_213,73,15,Utf-8,Ca,208,0,1,14530,210,278,466055,14688,210,2.0,0
1426,B0_2235,73,11,Utf-8,Us,22,11,12,1524,22,19,1268,1524,22,0.0,0
1427,B0_2248,73,11,Utf-8,Us,3,3,1,366,3,5,306,366,3,0.0,0
1428,B0_2321,73,17,Utf-8,Jp,11,6,8,810,11,14,913,810,11,0.0,0
1429,B0_279,73,15,Iso-8859-1,Us,23,4,3,2425,29,36,33598,2881,29,6.0,0
1430,B0_36,73,12,Utf-8,Not_available,17,12,3,2396,23,25,26621,2856,23,6.0,0
1431,B0_559,73,13,Iso-8859-1,Us,51,6,5,3932,55,48,87340,4252,55,4.0,0
1432,B0_699,73,12,Utf-8,Us,49,43,4,5365,55,60,78671,5793,55,6.0,0
1433,B0_804,73,17,Utf-8,Us,0,0,0,0,0,0,0,0,0,0.0,0
1434,M0_167,74,11,Iso-8859-1,Ru,11,0,3,1260,19,17,2399,1850,19,8.0,1
1435,B0_1162,74,12,Us-ascii,Us,0,0,0,0,0,0,0,0,0,0.0,0
1436,B0_147,74,15,Utf-8,Not_available,8,0,1,432,8,2,124,432,8,0.0,0
1437,B0_2208,74,13,Utf-8,Us,3,3,1,366,3,5,306,366,3,0.0,0
1438,B0_2251,74,12,Us-ascii,Ca,5,4,2,486,5,6,480,486,5,0.0,0
1439,B0_352,74,16,Utf-8,Us,8,1,3,1088,14,13,2036,1524,14,6.0,0
1440,B0_454,74,13,Utf-8,Us,21,1,5,2873,25,23,9017,3177,25,4.0,0
1441,M0_62,75,13,Utf-8,Us,8,0,6,801,10,9,677,951,10,2.0,1
1442,B0_1360,75,15,Utf-8,Us,0,0,0,0,0,0,0,0,0,0.0,0
1443,B0_196,75,16,Iso-8859-1,Us,33,3,8,3647,41,39,32399,4247,41,8.0,0
1444,B0_2238,75,14,Utf-8,Us,4,3,2,432,4,6,372,432,4,0.0,0
1445,B0_248,75,13,Us-ascii,Not_available,23,14,7,2472,27,19,6776,2796,27,4.0,0
1446,B0_404,75,14,Utf-8,Us,39,18,14,4631,49,42,12921,5353,49,10.0,0
